Player,Class,Pos,School,weight,FT,IN,Height_IN,fty_dash,fty_pct_given_mass,Vertical,vrt_pct_given_mass,Bench,bch_pct_given_mass,broad_jump,bj_pct_given_mass,three_cone,three_pct_given_mass,Shuttle,shud_pct_given_mass,RAS
George Uko,2014,DT,USC,284,6,3,75,4.99,1.149896271,29.5,1.082950264,18,1.091453506,110,1.138798083,,0,,0,4.463098125
Bashaud Breeland,2014,CB,Clemson,197,5,11,71,4.62,0.815571812,34.5,0.831669093,11,0.43799625,123,0.836188374,7.04,0.76589455,4.33,0.774729759,4.462049837
Tyler Gaffney,2014,RB,Stanford,220,5,11,71,4.49,0.937161193,36.5,0.98260911,,0,116,0.880670518,6.78,0.82372542,4.18,0.835208833,4.459375073
Corey Linsley,2014,C,Ohio State,296,6,3,75,5.24,1.141303885,27,1.033055444,36,2.275142519,,0,,0,,0,4.449501848
Demetri Goodson,2014,CB,Baylor,194,5,11,71,4.52,0.820920785,37,0.878352203,11,0.431326256,123,0.823454541,6.8,0.728518754,4.34,0.764693811,4.447266351
A.C. Leonard,2014,TE,Tennessee State,252,6,2,74,4.5,1.116347373,34,1.092743092,20,1.061733176,128,1.160156744,,0,,0,4.430980385
Teddy Bridgewater,2014,QB,Louisville,214,6,2,74,,1,30,0.818792093,,0,113,0.869757887,7.17,0.883153905,4.2,0.850809931,4.422513816
Ryan Grant,2014,WR,Tulane,199,6,1,73,4.64,0.843407704,35.5,0.888814604,8,0.330840795,119,0.840228361,6.68,0.754786535,4.11,0.763757566,4.421835565
Nat Berhe,2014,S,San Diego State,193,5,10,70,4.71,0.772705582,35.5,0.826590851,15,0.576898938,117,0.76827314,7.08,0.743978443,4.22,0.729298915,4.417745869
Tim Cornett,2014,RB,UNLV,209,6,1,73,4.48,0.917425358,34.5,0.907183481,,0,125,0.926944214,7.01,0.831876602,4.26,0.831412429,4.414842085
Stephen Morris,2014,QB,Miami (FL),213,6,2,74,4.63,0.917085739,30,0.814965961,,0,111,0.850371587,7.36,0.902320621,4.49,0.905306068,4.390049976
Tajh Boyd,2014,QB,Clemson,222,6,1,73,4.84,0.902007359,30.5,0.851888128,,0,106,0.834941675,7.33,0.923956562,4.23,0.876907873,4.389701597
Jonathan Dowling,2014,S,Western Kentucky,190,6,3,75,4.52,0.849290053,33.5,0.822747485,8,0.324532341,118,0.817280827,7.04,0.780295798,4.24,0.772891424,4.367037928
Lavelle Westbrooks,2014,CB,Georgia Southern,186,5,11,71,4.63,0.768369133,36,0.819371183,15,0.563917645,121,0.776660293,6.98,0.716965834,4.27,0.721334884,4.366618971
Andre Hal,2014,CB,Vanderbilt,188,5,10,70,4.5,0.787812711,35.5,0.805176581,15,0.56195337,119,0.761162335,7.14,0.730845952,4.27,0.718822283,4.365773231
Jeff Mathews,2014,QB,Cornell,223,6,4,76,5.26,0.867985198,25.5,0.74484435,,0,105,0.864932455,7.14,0.941214073,4.36,0.94524135,4.364217426
Nevin Lawson,2014,CB,Utah State,190,5,9,69,4.48,0.78832316,33,0.745630258,16,0.597139508,120,0.764642401,7.12,0.726029772,4.4,0.737892567,4.359657666
Brandin Cooks,2014,WR,Oregon State,189,5,10,70,4.33,0.823098018,36,0.820860272,16,0.602605316,120,0.771641416,6.76,0.695629971,3.81,0.644796375,4.358631367
Willie Snead,2014,WR,Ball State,195,5,11,71,4.62,0.807291895,33.5,0.799364136,11,0.433549587,113,0.760406538,7.19,0.774272074,4.39,0.77749078,4.35237501
"Odell Beckham, Jr.",2014,WR,LSU,198,5,11,71,4.38,0.864627484,38.5,0.932805634,7,0.280139733,122,0.833600197,6.69,0.73151191,3.94,0.708528833,4.351213792
Justin Gilbert,2014,CB,Oklahoma State,202,6,1,73,4.37,0.909017827,35.5,0.902213819,20,0.839570861,126,0.903065422,6.92,0.793692121,,0,4.34756005
A.J. McCarron,2014,QB,Alabama,220,6,3,75,4.94,0.899780555,28,0.796248941,,0,99,0.793950776,7.18,0.921467736,4.34,0.916033678,4.327481686
Marcus Roberson,2014,CB,Florida,191,6,1,73,4.61,0.814769775,37.5,0.901144398,8,0.317540662,120,0.81322723,6.84,0.741795294,4.08,0.727702987,4.316180347
Devin Street,2014,WR,Pittsburgh,198,6,3,75,4.55,0.879214142,37,0.94696749,,0,124,0.894999057,6.89,0.795824712,4.01,0.761743213,4.278748614
Connor Shaw,2014,QB,South Carolina,206,6,1,73,4.66,0.869328208,34,0.881202843,,0,116,0.847856802,7.07,0.826953785,4.33,0.832943885,4.258285522
Keith Wenning,2014,QB,Ball State,218,6,3,75,5,0.880901523,28,0.789010314,,0,100,0.79467984,7.07,0.899101901,4.25,0.888882701,4.252576279
Colt Lyerla,2014,TE,Oregon,242,6,4,76,4.61,1.074750463,39,1.236233356,15,0.785368266,128,1.144230097,,0,,0,4.240582181
David Fales,2014,QB,San Jose State,212,6,2,74,4.99,0.846928296,28,0.757063842,,0,103,0.785378927,7.55,0.921268617,4.5,0.903062611,4.213702292
Lamarcus Joyner,2014,CB,Florida State,184,5,8,68,4.55,0.74078972,37.5,0.808658015,14,0.49866387,124,0.754089441,7.26,0.706537311,4.4,0.704234309,4.212972667
Damian Copeland,2014,WR,Louisville,184,5,11,71,4.5,0.782065749,40,0.900623044,12,0.446283211,120,0.761959445,6.53,0.663530817,3.9,0.651746257,4.206208524
Jordan Lynch,2014,QB,Northern Illinois,217,6,1,73,4.76,0.896510229,29.5,0.805399772,,0,109,0.83923489,6.55,0.807041075,4.2,0.851078563,4.199264528
Austin Franklin,2014,WR,New Mexico State,189,5,11,71,4.56,0.792747568,36,0.832586847,7,0.267406109,124,0.808753693,7.07,0.73792345,4.33,0.743268652,4.182686319
Isaiah Burse,2014,WR,Fresno State,188,5,10,70,4.58,0.77405179,31,0.703111944,16,0.599416928,115,0.735577046,6.74,0.689902201,3.94,0.663269273,4.165329182
Ronald Powell,2014,OLB,Florida,237,6,3,75,4.65,1.029760584,35.5,1.087539036,21,1.06262991,114,0.984892657,,0,,0,4.164822188
Dri Archer,2014,WR,Kent State,173,5,8,68,4.26,0.743917927,38,0.770451854,20,0.669789204,122,0.697572394,6.86,0.62769819,4.06,0.610968496,4.120398066
Jeremiah George,2014,ILB,Iowa State,234,5,11,71,4.91,0.911532845,33,0.944919993,28,1.324296921,116,0.936713187,,0,,0,4.117462945
Matt Patchan,2014,OT,Boston Col.,302,6,6,78,4.97,1.276805559,33.5,1.360044896,22,1.475289862,,0,,0,,0,4.112140317
Johnny Manziel,2014,QB,Texas A&M,207,6,1,73,4.68,0.869815135,31.5,0.820371664,,0,113,0.829938837,6.75,0.793357119,4.03,0.778997419,4.092480176
Dion Bailey,2014,S,USC,201,6,1,73,4.66,0.848228009,34,0.859814425,,0,113,0.805882639,6.97,0.795469332,4.15,0.778941391,4.088335794
Jared Abbrederis,2014,WR,Wisconsin,195,6,1,73,4.5,0.852166712,30.5,0.748280113,4,0.162095364,117,0.809501713,6.8,0.752901442,4.08,0.74294284,4.067888185
Yawin Smallwood,2014,ILB,Connecticut,246,6,2,74,,1,36.5,1.14516109,18,0.932808433,108,0.955575533,,0,,0,4.033545056
Trai Turner,2014,OG,LSU,310,6,3,75,4.93,1.270444349,27.5,1.101951659,25,1.654687925,,0,,0,,0,4.027083933
Tevin Mims,2014,DE,South Florida,260,6,4,76,4.95,1.0753785,27.5,0.936540421,17,0.956288633,109,1.046858243,,0,,0,4.015065796
Tim Flanders,2014,RB,SMU,207,5,9,69,4.75,0.810038078,32,0.787728043,20,0.813209725,113,0.784462736,7.07,0.785435624,,0,3.980874206
Bradley Roby,2014,CB,Ohio State,194,5,11,71,4.39,0.845230512,38.5,0.913961076,17,0.666595123,124,0.830149294,,0,4.04,0.711834792,3.967770797
Josh Stewart,2014,WR,Oklahoma State,178,5,10,70,4.69,0.715689767,35,0.751610743,11,0.390178971,117,0.708562792,7.1,0.688094578,4.33,0.690150339,3.94428719
Devonta Freeman,2014,RB,Florida State,206,5,8,68,4.58,0.823929899,31.5,0.760490125,,0,118,0.803401391,7.11,0.774671322,4.26,0.76334963,3.925842367
Isaiah Crowell,2014,RB,Arkansas,224,5,11,71,4.57,0.937496759,38,1.04159013,23,1.041327493,117,0.904412732,,0,,0,3.924827114
Pat O'Donnell,2014,P,Miami (FL),220,6,4,76,4.64,0.970728768,30.5,0.878907164,23,1.094755765,120,0.975196105,,0,,0,3.919587803
T.J. Jones,2014,WR,Notre Dame,188,6,1,73,4.46,0.828944508,33,0.780551462,,0,119,0.793783578,6.82,0.728009135,4.27,0.749628952,3.880917635
Jason Verrett,2014,CB,TCU,189,5,9,69,4.38,0.802077609,39,0.876561505,,0,128,0.811325831,6.69,0.678592035,4,0.667280838,3.835837817
Carlos Hyde,2014,RB,Ohio State,230,6,1,73,4.62,0.979012707,34.5,0.998335888,19,0.908149669,114,0.930314921,,0,,0,3.815813184
Terrence Brooks,2014,S,Florida State,198,5,11,71,4.42,0.856802801,38,0.920691275,10,0.400199619,119,0.813101831,7.35,0.803679005,,0,3.794474531
Kenny Ladler,2014,S,Vanderbilt,207,6,1,73,4.7,0.866113794,36.5,0.950589389,24,1.032422781,127,0.932763118,,0,,0,3.781889082
Terrance Mitchell,2014,CB,Oregon,192,5,11,71,4.63,0.793155234,34,0.798813483,,0,117,0.775210913,6.57,0.696621208,4,0.697521078,3.761321916
Jeremy Hill,2014,RB,LSU,233,6,1,73,4.56,1.004832206,29,0.850126729,20,0.968415894,113,0.934182363,,0,,0,3.757557192
Christian Kirksey,2014,OLB,Iowa,233,6,2,74,4.72,0.984068318,32,0.950921159,16,0.785345492,122,1.022402518,,0,,0,3.742737487
David Fluellen,2014,RB,Toledo,224,5,11,71,4.72,0.90770343,36.5,1.00047473,,0,120,0.927602802,6.9,0.853546533,,0,3.689327495
John Brown,2014,WR,Pittsburg State,179,5,10,70,4.34,0.777751665,36.5,0.78822613,,0,119,0.724723712,6.91,0.673443031,4.12,0.660368052,3.62451259
Adrian Hubbard,2014,OLB,Alabama,257,6,6,78,4.69,1.151421915,38.5,1.330133856,,0,117,1.139955837,,0,,0,3.621511608
Corey Brown,2014,WR,Ohio State,178,5,11,71,4.51,0.75488608,33,0.718785294,,0,116,0.71254251,7.16,0.703822454,4.22,0.682226475,3.572262814
Derek Carr,2014,QB,Fresno State,214,6,2,74,4.69,0.909603784,34.5,0.941610907,,0,110,0.846666969,,0,4.2,0.850809931,3.548691591
Ricardo Allen,2014,CB,Purdue,187,5,9,69,4.61,0.753996587,35.5,0.789452387,13,0.477515179,117,0.733754872,,0,4.15,0.684977902,3.439696928
Silas Redd,2014,RB,USC,212,5,10,70,4.7,0.850580948,37,0.946329802,18,0.760430518,122,0.879970616,,0,,0,3.437311884
Terrance West,2014,RB,Towson,225,5,9,69,4.56,0.917162679,33.5,0.896361734,16,0.707138891,120,0.90549758,,0,,0,3.426160884
Tevin Reese,2014,WR,Baylor,163,5,10,70,4.46,0.689176394,41,0.806262375,,0,132,0.732038655,6.63,0.588397634,4.18,0.610098129,3.425973188
Robert Thomas,2014,DT,Arkansas,327,6,1,73,5.26,1.222543938,,0,32,2.174571655,,0,,0,,0,3.397115593
Storm Johnson,2014,RB,Central Florida,209,6,1,73,4.6,0.893492523,35.5,0.933478654,16,0.69493192,118,0.875035338,,0,,0,3.396938436
Tre Mason,2014,RB,Auburn,207,5,8,68,4.5,0.842648307,38.5,0.934000008,,0,126,0.862033696,,0,4.15,0.747248621,3.385930631
Stephon Tuitt,2014,DT,Notre Dame,304,6,5,77,4.92,1.281677658,,0,31,2.06575653,,0,,0,,0,3.347434189
Marqise Lee,2014,WR,USC,192,6,1,73,4.52,0.835343816,38,0.917940597,,0,127,0.865171588,,0,4.01,0.718962483,3.337418484
Kapri Bibbs,2014,RB,Colorado State,212,5,9,69,4.67,0.843815851,29,0.731121982,24,0.999422966,106,0.753642282,,0,,0,3.328003081
Calvin Pryor,2014,S,Louisville,207,5,11,71,4.58,0.864455863,34.5,0.873885798,18,0.753102919,116,0.828630896,,0,,0,3.320075476
Lache Seastrunk,2014,RB,Baylor,201,5,9,69,4.51,0.828415496,41.5,0.991973652,15,0.592228821,134,0.903284141,,0,,0,3.315902111
Kendall James,2014,CB,Maine,180,5,10,70,4.44,0.764481857,39,0.846919328,9,0.322824276,,0,6.81,0.667404917,4.19,0.675339785,3.276970164
Kaleb Ramsey,2014,DT,Boston Col.,293,6,3,75,,1,,0,36,2.252083642,,0,,0,,0,3.252083642
Ed Reynolds,2014,S,Stanford,207,6,1,73,4.57,0.890751605,32.5,0.846415209,15,0.645264238,117,0.859317203,,0,,0,3.241748255
Josh Huff,2014,WR,Oregon,206,5,11,71,4.51,0.873632205,35.5,0.894871783,14,0.582917021,116,0.824627848,,0,,0,3.176048857
Jemea Thomas,2014,CB,Georgia Tech,192,5,9,69,4.52,0.789571552,37,0.844809785,19,0.71656741,125,0.804886737,,0,,0,3.155835485
Joe Don Duncan,2014,TE,Dixie State,268,6,3,75,4.79,1.130420831,,0,35,2.002706159,,0,,0,,0,3.13312699
Marcus Heit,2014,LS,Kansas State,258,6,3,75,4.91,1.061644429,29,0.967132236,,0,115,1.081566553,,0,,0,3.110343219
Paul Richardson,2014,WR,Colorado,175,6,1,73,4.4,0.782146021,38,0.836664607,,0,124,0.769940266,7.09,0.70449658,,0,3.093247474
Christian Jones,2014,OLB,Florida State,240,6,3,75,4.68,1.036110942,33.5,1.039259981,,0,115,1.006108422,,0,,0,3.081479345
Xavier Grimble,2014,TE,USC,257,6,4,76,4.76,1.105399773,26.5,0.892071124,,0,113,1.072752655,,0,,0,3.070223551
Jabari Price,2014,CB,North Carolina,200,5,11,71,4.45,0.859622831,,0,16,0.646787263,,0,7.04,0.777557918,4.3,0.781078291,3.065046303
Chris Watt,2014,OG,Notre Dame,310,6,3,75,5.5,1.138780117,,0,29,1.919437993,,0,,0,,0,3.058218109
Deandre Coleman,2014,DT,California,314,6,5,77,5.12,1.272125682,,0,24,1.651903779,,0,,0,,0,2.92402946
Ego Ferguson,2014,DT,LSU,315,6,3,75,4.98,1.277974189,,0,24,1.614121382,,0,,0,,0,2.892095571
Jarvis Landry,2014,WR,LSU,205,5,11,71,4.65,0.843216051,28.5,0.714930725,12,0.497217708,110,0.77817869,,0,,0,2.833543174
Telvin Smith,2014,OLB,Florida State,218,6,3,75,4.52,0.974448587,31.5,0.887636603,,0,119,0.94566901,,0,,0,2.8077542
Marcus Martin,2014,C,USC,320,6,3,75,5.38,1.201734624,,0,23,1.571419758,,0,,0,,0,2.773154382
Dominique Easley,2014,DT,Florida,288,6,2,74,4.93,1.164546665,,0,26,1.577432147,,0,,0,,0,2.741978812
Loucheiz Purifoy,2014,CB,Florida,190,5,11,71,4.61,0.788298377,35.5,0.825367179,6,0.230417962,120,0.786805948,,0,,0,2.630889466
Taylor Hart,2014,DE,Oregon,281,6,6,78,4.92,1.200094451,,0,21,1.310307869,,0,,0,,0,2.51040232
Trevor Reilly,2014,OLB,Utah,245,6,5,77,4.67,1.0882271,,0,26,1.396314633,,0,,0,,0,2.484541733
Cody Mandell,2014,P,Alabama,216,6,2,74,4.89,0.880554457,27,0.74379992,,0,109,0.846810838,,0,,0,2.471165215
De'Anthony Thomas,2014,RB,Oregon,174,5,9,69,4.39,0.736738604,32,0.66214821,8,0.273427038,124,0.723593177,,0,,0,2.395907029
Austin Seferian-Jenkins,2014,TE,Washington,262,6,5,77,4.75,1.144136959,,0,20,1.148616746,,0,,0,,0,2.292753705
Aaron Lynch,2014,DE,South Florida,249,6,5,77,4.76,1.085082421,,0,18,0.982461881,,0,,0,,0,2.067544302
Jalen Saunders,2014,WR,Oklahoma,165,5,9,69,4.44,0.690763964,34,0.667142863,,0,122,0.675098751,,0,,0,2.033005577
A.D. Denham,2014,TE,Kansas,235,6,4,76,4.69,1.025860292,32.5,1.00039545,,0,,0,,0,,0,2.026255741
Nic Jacobs,2014,TE,McNeese State,269,6,5,77,4.89,1.141073853,,0,15,0.884478735,,0,,0,,0,2.025552588
Cody Latimer,2014,WR,Indiana,215,6,2,74,4.52,0.948224894,,0,23,1.041720348,,0,,0,,0,1.989945242
Quincy Enunwa,2014,WR,Nebraska,225,6,2,74,4.41,1.017080332,,0,19,0.900577247,,0,,0,,0,1.91765758
Vinnie Sunseri,2014,S,Alabama,210,5,11,71,,1,,0,18,0.764017454,,0,,0,,0,1.764017454
Jaylen Watkins,2014,CB,Florida,194,5,11,71,4.41,0.841397267,,0,22,0.862652512,,0,,0,,0,1.704049779
Keith Reaser,2014,CB,Florida Atlantic,189,5,11,71,4.43,0.81601104,,0,22,0.8404192,,0,,0,,0,1.65643024
Travis Carrie,2014,CB,Ohio,206,6,1,73,4.49,0.902242639,,0,17,0.727766622,,0,,0,,0,1.630009261
Darqueze Dennard,2014,CB,Michigan State,199,5,11,71,4.52,0.842078537,,0,15,0.603331244,,0,,0,,0,1.445409781
Chris Davis,2014,CB,Auburn,202,5,10,70,4.54,0.839021644,,0,15,0.603800961,,0,,0,,0,1.442822606
Chris Boyd,2014,WR,Vanderbilt,206,6,4,76,4.73,0.89165999,,0,12,0.534829299,,0,,0,,0,1.426489289
E.J. Gaines,2014,CB,Missouri,190,5,10,70,4.44,0.806953071,,0,15,0.567931597,,0,,0,,0,1.374884669
Todd Washington,2014,CB,SE Louisiana,196,5,11,71,4.57,0.820309664,,0,13,0.515004358,,0,,0,,0,1.335314022
Cornelius Lucas,2014,OT,Kansas State,316,6,8,80,5.29,1.287362948,,0,,0,,0,,0,,0,1.287362948
Spencer Long,2014,OG,Nebraska,320,6,5,77,5.16,1.286383941,,0,,0,,0,,0,,0,1.286383941
Jeoffrey Pagan,2014,DE,Alabama,310,6,3,75,4.92,1.273026553,,0,,0,,0,,0,,0,1.273026553
Jeremy Gallon,2014,WR,Michigan,185,5,7,67,4.49,0.743669205,,0,15,0.529286628,,0,,0,,0,1.272955833
Mike Davis,2014,WR,Texas,197,6,1,73,4.52,0.857097561,,0,10,0.409394702,,0,,0,,0,1.266492263
Brent Urban,2014,DE,Virginia,295,6,7,79,4.98,1.260664062,,0,,0,,0,,0,,0,1.260664062
Anthony Steen,2014,OG,Alabama,314,6,3,75,5.33,1.190264033,,0,,0,,0,,0,,0,1.190264033
Bryan Stork,2014,C,Florida State,315,6,4,76,5.44,1.185508997,,0,,0,,0,,0,,0,1.185508997
Deion Belue,2014,CB,Alabama,182,5,11,71,4.48,0.777018449,,0,11,0.404646281,,0,,0,,0,1.181664731
Ed Stinson,2014,DE,Alabama,287,6,3,75,4.98,1.164376483,,0,,0,,0,,0,,0,1.164376483
Matt Armstrong,2014,C,Grand Valley State,302,6,2,74,5.18,1.162220445,,0,,0,,0,,0,,0,1.162220445
Jimmie Ward,2014,S,Northern Illinois,193,5,11,71,4.59,0.804234279,,0,9,0.351084211,,0,,0,,0,1.15531849
James Hurst,2014,OT,North Carolina,296,6,5,77,5.59,1.098373981,,0,,0,,0,,0,,0,1.098373981
D.J. Tialavea,2014,TE,Utah State,267,6,3,75,4.95,1.089800327,,0,,0,,0,,0,,0,1.089800327
Rob Blanchflower,2014,TE,Massachusetts,256,6,4,76,4.82,1.087391984,,0,,0,,0,,0,,0,1.087391984
Chris Whaley,2014,DT,Texas,269,6,3,75,5.02,1.082653375,,0,,0,,0,,0,,0,1.082653375
Trey Millard,2014,FB,Oklahoma,247,6,2,74,4.64,1.06118304,,0,,0,,0,,0,,0,1.06118304
Andrew Jackson,2014,ILB,Western Kentucky,254,6,1,73,4.9,1.01938938,,0,,0,,0,,0,,0,1.01938938
Jeremiah Attaochu,2014,OLB,Georgia Tech,252,6,3,75,,1,,0,,0,,0,,0,,0,1
Dee Ford,2014,DE,Auburn,252,6,2,74,,1,,0,,0,,0,,0,,0,1
Zach Mettenberger,2014,QB,LSU,224,6,5,77,,1,,0,,0,,0,,0,,0,1
Shayne Skov,2014,ILB,Stanford,245,6,2,74,5.09,0.959532369,,0,,0,,0,,0,,0,0.959532369
Dezmen Southward,2014,S,Wisconsin,211,6,1,73,4.38,0.947350771,,0,,0,,0,,0,,0,0.947350771
Uani' Unga,2014,ILB,BYU,231,6,1,73,4.82,0.942469728,,0,,0,,0,,0,,0,0.942469728
Steven Clark,2014,P,Auburn,231,6,5,77,5.18,0.925023047,,0,,0,,0,,0,,0,0.925023047
Tom Hornsey,2014,P,Memphis,221,6,3,75,5.05,0.884182199,,0,,0,,0,,0,,0,0.884182199
Marion Grice,2014,RB,Arizona State,208,6,1,73,4.67,0.875888698,,0,,0,,0,,0,,0,0.875888698
Anthony Fera,2014,K,Texas,211,6,1,73,4.85,0.855545645,,0,,0,,0,,0,,0,0.855545645
Aaron Murray,2014,QB,Georgia,207,6,1,73,4.84,0.841060916,,0,,0,,0,,0,,0,0.841060916
Richie Leone,2014,P,Houston,211,6,3,75,5.1,0.835897739,,0,,0,,0,,0,,0,0.835897739
Adam Muema,2014,RB,San Diego State,202,5,10,70,4.56,0.835341725,,0,,0,,0,,0,,0,0.835341725
Dexter McDougle,2014,CB,Maryland,196,5,10,70,4.47,0.826848982,,0,,0,,0,,0,,0,0.826848982
Kain Colter,2014,WR,Northwestern,198,5,10,70,4.71,0.792723862,,0,,0,,0,,0,,0,0.792723862
Zach Hocker,2014,K,Arkansas,189,6,1,73,4.9,0.758522019,,0,,0,,0,,0,,0,0.758522019
Aaron Colvin,2014,CB,Oklahoma,177,5,11,71,4.51,0.750645147,,0,,0,,0,,0,,0,0.750645147
Chris Boswell,2014,K,Rice,185,6,2,74,4.93,0.74805949,,0,,0,,0,,0,,0,0.74805949
Cairo Santos,2014,K,Tulane,164,5,8,68,4.76,0.631139579,,0,,0,,0,,0,,0,0.631139579
T.J. Barnes,2013,DT,Georgia Tech,369,6,6,78,5.3,1.462933912,22,1.091316048,25,2.048396897,97,1.3569603,8.26,1.849152637,4.96,1.826166672,9.634926466
Brandon Williams,2013,DT,Missouri Southern,335,6,1,73,5.37,1.226797803,29.5,1.243359094,38,2.645479469,102,1.212389811,8.09,1.538820395,4.91,1.53598483,9.402831402
Reid Fragel,2013,OT,Ohio State,308,6,8,80,5.14,1.291389326,30,1.273998305,33,2.314769626,113,1.353298455,7.62,1.460385189,4.68,1.475109717,9.168950618
Eric Herman,2013,OG,Ohio,320,6,4,76,5.25,1.247911754,28,1.173622681,36,2.492408382,95,1.122953091,7.99,1.511409316,5.09,1.583503838,9.131809061
Terron Armstead,2013,OT,Ark-Pine Bluff,306,6,5,77,4.71,1.347630565,34.5,1.401000012,31,2.079347034,112,1.282639509,7.62,1.396493337,4.72,1.422629852,8.929740308
Garrett Gilkey,2013,OT,Chadron State,318,6,6,78,5.29,1.263123045,30,1.28247784,28,1.977119346,108,1.30202678,7.65,1.475893101,4.75,1.507138276,8.807778388
Margus Hunt,2013,DE,SMU,277,6,8,80,4.62,1.292133507,34.5,1.317636884,38,2.397212228,121,1.303255496,7.07,1.218599273,4.51,1.278450935,8.807288324
Lane Johnson,2013,OT,Oklahoma,303,6,6,78,4.72,1.348884737,34,1.384914749,28,1.883859,118,1.355481758,7.31,1.343774369,4.52,1.366511948,8.683426561
Jonathan Cooper,2013,OG,North Carolina,311,6,2,74,5.07,1.222823447,27,1.070934144,35,2.293048734,108,1.208065003,7.78,1.392654705,4.84,1.424869983,8.612396015
Akeem Spence,2013,DT,Illinois,307,6,1,73,5.15,1.172286097,30,1.158749027,37,2.360565695,107,1.165519254,7.82,1.363137714,4.72,1.353134607,8.573392393
Emmett Cleary,2013,OT,Boston Col.,316,6,7,79,5.21,1.290791386,28.5,1.226213028,24,1.705605341,108,1.310425599,7.81,1.516480928,4.7,1.500893232,8.550409513
Nicholas Williams,2013,DT,Samford,309,6,4,76,4.94,1.280633124,33,1.335650723,28,1.871902545,111,1.266979212,7.55,1.379084154,4.65,1.396891877,8.531141635
Eric Fisher,2013,OT,Central Michigan,306,6,7,79,5.05,1.28954573,28.5,1.187408818,27,1.858084299,116,1.362953207,7.59,1.427125081,4.44,1.372995947,8.498113082
Vinston Painter,2013,OT,Virginia Tech,306,6,4,76,4.95,1.265637773,30.5,1.222479965,32,2.118547124,97,1.096430712,7.71,1.394636868,4.56,1.356555694,8.454288136
Larry Warford,2013,OG,Kentucky,332,6,3,75,5.58,1.202111512,22.5,0.965581102,28,1.984771477,96,1.161836508,7.78,1.506782921,5.1,1.624453523,8.445537044
Brian Schwenke,2013,C,California,314,6,3,75,4.99,1.271364187,26.5,1.075582376,31,2.078288033,108,1.236201043,7.31,1.338998324,4.74,1.427930337,8.428364301
Lamar Mady,2013,OG,Youngstown State,317,6,2,74,5.48,1.153161227,23,0.929877437,35,2.337287616,95,1.083151053,8.07,1.472435439,4.82,1.446357951,8.422270723
J.C. Tretter,2013,OG,Cornell,307,6,4,76,5.09,1.234848827,29.5,1.186262702,29,1.926207623,109,1.236098002,7.48,1.357454591,4.69,1.399789004,8.34066075
T.J. Johnson,2013,C,South Carolina,310,6,4,76,5.33,1.190769453,25.5,1.03543385,32,2.146240551,96,1.099311973,7.83,1.434857569,4.74,1.428536677,8.335150073
Travis Bond,2013,OG,North Carolina,329,6,6,78,5.27,1.311775434,22.5,0.99513021,22,1.607186638,98,1.222337161,7.85,1.566866164,4.96,1.628208225,8.331503833
Montori Hughes,2013,DT,Tennessee-Martin,329,6,4,76,5.23,1.287915617,26.5,1.141989883,22,1.565976724,104,1.263913255,7.85,1.526690109,4.7,1.503298124,8.289783711
Manese Foketi,2013,OG,Texas A&M,318,6,5,77,5.54,1.190659793,23.5,0.991728056,25,1.74265327,102,1.213926678,8.11,1.544580132,5.06,1.58491556,8.26846349
Luke Joeckel,2013,OT,Texas A&M,306,6,6,78,5.3,1.213164707,28.5,1.172378327,27,1.834564245,106,1.229691959,7.4,1.373787289,4.68,1.428892805,8.252479333
Josh Boyd,2013,DT,Mississippi State,310,6,3,75,5.14,1.218539035,26.5,1.06188069,32,2.118000544,104,1.175251287,7.16,1.294815008,4.64,1.379998788,8.248485352
John Wetzel,2013,OT,Boston Col.,315,6,7,79,5.46,1.227791466,25,1.072221585,22,1.558523868,105,1.269993163,7.9,1.529102088,4.81,1.531159695,8.188791865
Sylvester Williams,2013,DT,North Carolina,313,6,3,75,5.03,1.257237203,26.5,1.072156955,27,1.804357116,102,1.163804981,7.93,1.447939891,4.8,1.441400292,8.186896438
